017KJcZd2GpMXKQV,0
01R2tkKoJY7ii4AD,0
024WtT0VPvio74fD,0
02OaDfEaDN88YndS,0
04Wex4aauKiPbURh,0
04Wn9M6Rnf8Qk1uz,0
05bJbSYfgzEsrdAG,0
064alf6A7224a7l5,0
06FfphWRtFqZcvaW,0
06YkLEvdHv4BC6rR,0
07PcRwgrSOVqIp8f,0
08g4dWAb34gIfkwx,0
09r8T8IoDVGb5ra4,0
0AyxhQCx34BHQpPN,0
0B1lcgO7lhq09xmP,0
0BKwX8eAJnY6tuUo,0
0DmS5fyHGxvPukNe,0
0Dqu0WA3bVWLaZCs,0
0E9pct7OCQibafgm,0
0EVVkUADbbfA0wMP,0
0EXc1vedNzxA7n9Q,0
0EbCTGrG1rxkfLN4,0
0EedgBISHSPtF2oa,0
0G7uwG1siV0kLyXi,0
0GVTCDsuAkuVkUIF,0
0GaMYB4asQgxkUpR,0
0HI2VqYKcsQoTpd8,0
0J0gLob39TJWfRA1,0
0J2ge3SUJst3BZ8z,0
0KiHz3f7ytABnEL4,0
0LSQ3WbeceyHSdZc,0
0M3N32vlAtFqh4xq,0
0Mo0FeDBITjiU6zw,0
0MsPO6zPvSHjhfyM,0
0Mu8IyadSijrlTSk,0
0NJRIEcad7nbIBvo,0
0NVr4ksmeJ1tfioq,0
0QAzrW2F0YE3OOWo,0
0QWyy30xpmJPdFsw,0
0RkN0ieEmCx9fxjG,0
0SX2viuWI0BShazf,0
0Sn3CbC3gk5943V5,0
0SohtTWszlNc3j0L,0
0Sr9B4KyLOJDRyX8,0
0SyJ9VMhFPICD4Wj,0
0UK1hPLBMACu3QC7,0
0UrnHDXyFFrCazQu,0
0VcqCoCjhwfqTGpg,0
0WNjJA2XAv3OvsJG,0
0WOECx85Ye1kCvEU,0
0YpD14dS7E3Iy4f5,0
0ZZqWxiIXpUNdRoA,0
0amld6IkT95aG6nP,0
0az2Dz6jF7tVYDT4,0
0brndnBoY53jVyE4,0
0c9SQQ3buUW7PAmg,0
0ctoXl7P6mVpSMwI,0
0dVTswCWvYNc0m2u,1
0dhlS1OEdZmfRnFH,0
0eJLTMw55sL9TTvQ,0
0ez8rtuD59ic3l2v,0
0gcgN3mytH63XkzF,0
0gistqaf5ZXBQ2tZ,0
0iaRxfRfPUFrkVhA,0
0j932JFyly9LjOBu,0
0kTMNiiqiUeUjH1H,0
0lBNQBNYA4JTCiRk,0
0mr7um6WSpsWICwS,0
0nCubBg9dEZOIsvX,0
0nK7QwvHW1ZcWgJW,0
0o8KaM1dRES5mgMu,0
0oHvCPU5h0Fmh5eR,0
0pmo31nlKAwg4HiZ,0
0qAiKvalNn1fU8sN,0
0qB0zHaFHWkTgSZo,0
0rvCKTuvDFsBWizV,0
0sPibEbU9Vcj19wb,0
0uxKxHqdLxKGtLI1,0
0v98Qi1uy65OQHcj,0
0wR3TFK7QlA0ZFuj,0
0wXmVRiLTolPQlSf,0
0wu8SBKdfd0ZSa6s,0
0ynXg2O2JU0Shta1,0
0zYOYSV8A3tkgYOs,0
10tFJJUKAUKmrIjG,0
11O8DLg29swlmrvp,0
11kTAbKWK5Bdc2zw,0
125niSioRyuc70h1,0
125tfy2jEeG4NjrM,0
12fFTLVU1tjfKo73,0
15DQOyy4cH2B49IB,0
15EGOwv2ZNBvZC0y,0
15Jf9szOKhJEd2lv,0
167lzcZmmBaNTMZ5,0
16BgSd7VbfMSMJAP,0
16SydZJLYUXMOxPB,0
17QoSzQ9HgpvNrby,0
18Qh2pkDQKyQBk36,0
18skV7lIIgLtup4H,0
192V6yhyuzahpOfg,0
1A5yKVEisO9jrT8h,0
1AMXgfRRTwONkXqk,0
1BKBQ54RQTbZiEkQ,0
1CDdpjpML5GGW6ek,0
1COhJhpv0AEvBBui,0
1CZmOVO1lt8Odf3l,0
1ErETE1SRa3x0JZl,0
1EyILdubWZrBDbAp,0
1FFabLNtY0oqej53,0
1FNp864CIDhUHYCx,0
1FO2Kq5BTJ2EERLU,0
1Frh8k5bv7wGL4yf,0
1G47a8F4YmCDjcBS,0
1H1ATiDCjIpyZCbo,0
1HECmailfAg08Iml,0
1HYTwdsGg3R6Aplj,0
1IiVTt66IfARgdEK,0
1J9hYRCiFFHM01bm,0
1Ka7nXcu3M8PBRRM,0
1Kh4ddptzAq9vWbL,0
1NWP5cAYW9JxPJce,0
1NyoRXWAEkahbMnO,0
1OGWn0FLZGrXm49g,0
1OW8X9zHNuHBl8gt,0
1PF6Lajou7N3LJgV,0
1PgXCjtpIpDrslk4,0
1QzLHvcEzeoOqlv4,0
1SDLiiepaSkQJSdv,0
1VHmTpd8gnCy4rNL,0
1VkvFeg5aEeJFZv1,0
1XnPTJYdyScv2bta,0
1Y9vBLZbeiKEiH8k,0
1Ye7bVKfKhcLhw49,0
1YlC3UDmiWYJTfkx,0
1a1t55RMLIlQnKYL,0
1aV5GGeKdyGS3lNB,0
1asGWfwk9pehCVP2,0
1bDzDVrqZS5BoKvo,0
1bqx0F73ZAv6Z8qm,0
1c5I952F6STXEdbU,0
1d5uIDFa7B9FD9B8,0
1dLuOrHlQ6Lz7Rtu,0
1eMH1nGYFYH4HJ6b,0
1ejYSxAP06w8CMLp,0
1fGic5vxcdPFwnPe,0
1fWvVcaiO2uoZ4Di,0
1gzmn7KGvcBWrOJk,0
1hOdqA52gUust1AR,0
1iDJxmd2mJgGuFkB,0
1iGL72fGgeUEsq7y,0
1iYSUSbw5bTlfiAf,0
1ieckQA0vv526Cy9,0
1inScBO40ft7NIlK,0
1jLds7Pxgr0aSNvv,0
1jSOnQhPhiseHvGE,0
1k2GogL1ErSPLnhN,0
1khKcb05X8LLnTh9,0
1l0ghpuytBKouuU0,0
1l6ERvZ6aFvVL78Y,0
1l85qy1cWFhNAoLh,0
1lKEBUnMsdEz4vLb,0
1lk86dK9F09G0zVw,0
1mjt79nIgIwKwk8g,0
1myYHArJKiPIiOwW,0
1nz4yR1c48KufHBp,0
1o9FUB71Ny9F90fH,0
